FSO_Attenuation_Visibility_dB,FSO_Attenuation_Cloud_Model_dB,RF_Total_Attenuation_dB
-275.28638,-3149.1497,141.462
-10.2280035,-1738.5996,162.43044
-50.811497,-109.54574,137.6504
-129.86038,2875.3157,85.40907
-4.073554,1287.1904,126.59681
-90.41683,-12.568993,144.25385
-273.15976,-628.8849,121.50355
275.57687,774.8586,150.95293
-37.11998,1815.8737,100.33975
-98.8304,418.2652,109.53799
74.47569,-27.84414,135.86868
97.24355,2091.7556,84.4159
-100.476715,-1437.0681,148.73732
62.587315,1361.7606,123.507744
67.48731,919.2774,135.39119
10.357544,810.44073,123.10947
50.352905,2427.2664,101.54489
-105.02151,-713.3501,128.73293
-261.18884,288.33835,116.89261
-402.7566,-567.7047,98.694214
-25.046919,1034.781,134.85823
-123.83746,637.9763,121.64776
-89.83918,-698.58606,119.69182
-141.0129,-3430.3289,150.41159
-211.78752,353.95734,104.76287
18.121515,3359.107,93.01048
-270.88586,-2194.4148,153.42612
-171.59015,-633.7516,108.12158
-303.38568,0.7972797,102.06863
-185.36153,-444.57205,119.282555
-47.78764,-1351.4265,142.80806
143.77159,2102.7136,133.82097
-471.70444,-5111.078,144.12196
-259.20023,-2799.1868,121.4276
-248.4135,-1902.562,118.93674
207.82726,3359.0032,107.89965
-233.9472,-2788.5288,136.54356
-69.82659,843.9283,127.987144
-186.93062,-1173.9243,126.249985
-95.638435,419.90884,113.93113
-242.08409,-2288.5994,136.0347
96.31156,2560.8887,111.94245
-357.0179,-1934.3516,119.75975
-260.46536,-2608.5232,147.27487
-320.1662,-7.2882915,106.80998
-127.86276,-1252.6514,140.72986
127.40436,291.8055,123.624794
-25.78005,885.63916,128.0146
37.878685,63.109474,146.27026
-160.80487,1372.636,111.35432
102.568855,571.15375,125.9312
-256.6952,-2745.2905,139.77104
-147.23778,-2496.5037,153.04855
-74.53127,2355.4648,106.23519
-111.695526,1106.4899,113.849785
-122.12492,-2408.095,156.74315
-196.85834,-1057.3453,132.60481
-224.54016,-855.68115,126.326614
-362.34644,-2340.2754,115.9582
-47.70187,-402.4086,150.34637
-179.10493,2602.4124,96.33036
38.30562,1450.8733,123.01953
60.496243,968.7476,114.79616
-184.59874,98.23063,108.37822
-233.28864,-458.92557,132.65384
-262.73828,-921.74304,126.74505
-183.39139,-3120.3691,143.95905
-49.458515,-434.2814,148.40222
-223.23401,-3423.6458,137.37408
131.81342,2638.1223,132.39275
94.640045,-265.73697,163.45938
-152.82635,24.145668,134.84637
-166.56618,-83.415,117.328255
-65.15469,357.79614,131.14607
21.592789,253.17961,138.58626
-47.15349,177.47899,120.24342
-92.87667,533.3123,105.791145
-135.6251,-474.92093,135.76944
-171.83905,-293.27737,111.83748
-213.6419,101.16813,112.370285
-71.165504,-1083.9626,133.82741
163.59975,2746.6655,148.30835
-353.71838,-3569.595,142.18886
-124.05327,-1273.187,128.03514
-278.38248,-5.747398,109.28901
-150.39862,16.021706,123.491394
-375.15146,-1996.5798,110.1092
-256.07465,-1722.1001,140.2195
169.61795,559.8444,148.6445
-342.65292,91.740456,92.61612
-161.12965,876.42584,89.55691
-69.17051,1465.5817,78.453384
78.65633,2554.9236,117.36569
-75.00149,-2666.9062,145.54996
62.329662,2457.1838,118.76727
-164.43243,390.4713,117.78484
-217.73476,-610.6315,125.729645
75.88767,1772.9375,136.6779
122.582596,2075.0942,133.01234
-151.94649,-1513.1028,141.09871
1.6501045,1710.7089,123.74999
55.371418,237.80565,150.1937
-141.86005,-262.6431,131.74445
-391.97513,-2737.5437,130.46872
-76.41837,1947.297,109.15675
-274.0843,-2235.5625,140.77525
317.06113,1362.776,147.45221
218.28676,2582.7393,151.92375
168.01956,2627.7805,118.60639
-319.07877,-1565.4619,112.68219
-437.4963,-1488.7703,96.42543
-33.811665,-1773.574,132.82248
-314.57187,-1946.7227,125.382965
-269.93234,-1890.3054,134.16273
-225.1811,-333.99857,121.462006
-119.26251,910.9367,111.86191
353.97586,4548.3804,93.82018
-203.09157,-537.0825,137.19281
-216.69083,-1147.0922,124.36596
218.21576,3059.403,113.05071
-267.6587,-1528.2947,119.93433
-121.88829,-813.1776,130.00209
-174.46875,-630.697,130.26671
-306.84464,-76.731285,109.05489
-203.5267,853.0932,114.090996
47.937313,63.18107,134.84723
-204.11299,739.37634,102.32314
28.386858,-54.716637,146.58702
-99.63297,12.515968,135.26892
-161.92976,563.1386,90.67195
71.261185,768.9111,160.6889
-267.0938,-395.37344,118.50786
-149.52208,276.9318,119.00973
40.662064,1466.7089,142.38307
-273.79547,-2402.767,131.43388
219.22829,972.64386,152.45671
-127.91116,-19.73513,146.25085
164.85771,2358.656,103.62599
-42.74383,1028.2208,134.98483
-511.11337,-1044.7247,112.16541
-100.46032,1612.6077,106.34344
92.73955,2174.3708,119.34598
60.37078,836.56903,145.88899
-62.749783,-393.5856,132.14494
-286.3175,-2340.0405,128.76529
72.27192,617.1584,136.67752
-270.63,-612.1201,125.649
-109.2141,786.89124,107.57058
-167.81166,186.19395,128.82648
201.52097,3233.1284,102.626045
-95.11013,-650.2195,128.96732
106.121956,1651.0775,132.58145
44.66701,914.0021,142.28224
-235.27985,-353.14407,136.55339
-179.07762,-1475.4358,143.50049
154.23091,353.86404,162.85484
168.77675,1247.4626,149.7586
-167.64883,-528.50793,144.94139
142.99892,2483.5671,124.564285
-196.07024,-2667.3125,146.69315
-237.84645,-1652.7039,130.80302
-357.28018,355.02545,111.6504
-174.0681,2747.6953,71.24517
71.39779,1375.5995,117.0549
-19.077177,1594.7001,134.417
-144.89232,-2462.6995,131.21773
15.124048,1467.6819,108.99233
10.537311,-859.60693,144.69073
-20.31721,159.73491,132.4335
-33.757816,416.44373,125.813095
-62.16376,-1832.0735,152.82336
-37.36601,-1025.2925,126.567856
-306.9589,-710.4425,97.97744
32.742603,997.502,130.02835
33.35588,-628.70276,147.82423
-304.99515,-1147.5724,91.873825
-183.15668,-1518.512,139.3483
-125.102554,-305.97623,131.73155
-124.88234,-445.2383,129.46703
188.23427,3852.0654,103.48374
-102.23748,769.65735,121.871895
-217.4583,8.101906,104.14777
-227.22008,763.07477,120.88481
-351.91202,-2965.2737,130.27538
-182.50546,-1441.0918,152.05376
-321.05606,-2107.5564,127.21483
63.769142,2414.8025,103.99813
315.73685,2640.9314,125.61292
235.32547,1878.5646,143.95314
54.055134,2646.1365,89.865746
-166.85938,-1319.9104,120.83957
79.83906,2837.7405,119.320076
82.97639,2514.4849,117.18287
97.725,3630.8735,102.20925
-19.682646,1839.5797,106.423355
10.585435,-2578.4038,166.52151
47.34547,-367.68362,156.95807
139.66031,372.85587,122.420074
-68.98353,250.09685,120.630615
-244.2524,-673.9574,116.3569
-268.21057,-1229.645,117.30034
-314.22827,-1785.7153,111.11232
-335.915,-3002.924,126.46638
-130.04202,-428.81644,136.87009
-2.3362913,440.24124,130.73108
14.550245,2229.3545,119.570755
-13.455728,-57.703087,161.54932
-223.2424,-636.03015,130.91736
39.119553,674.67926,136.97345
-136.46686,-1156.2705,147.96764
-225.4461,563.94293,114.39833
-223.6698,831.167,89.03832
-100.25105,-453.14932,129.12025
-160.64432,1009.50366,105.90903
-93.99611,1024.6923,117.84287
91.1372,-1424.8533,160.0414
-248.58293,-140.72835,104.607704
-62.61179,-200.86244,132.04883
-38.17198,559.2141,135.66914
-299.3836,-3046.7898,135.55832
28.854162,1677.6969,111.65718
-56.88119,-106.903465,141.24498
323.57214,5269.72,97.47235
67.075905,1280.0541,112.350136
-170.18947,-1372.6545,138.3597
-74.74418,-633.5676,146.27429
-130.91165,-2810.14,173.31044
-170.67584,-68.675804,112.50142
-198.10591,-1147.5725,146.93956
-108.93606,-1610.9875,145.42319
-163.7219,-1360.2285,151.42752
-390.11246,-1020.47,92.84026
-201.60757,-2492.2097,148.6647
-40.412422,1233.7982,97.626785
-180.81009,-882.5486,118.458435
-308.8958,-2216.0168,127.946884
-30.906034,466.7434,119.47255
-54.06072,-990.3661,148.5283
-68.55443,-2117.57,149.97978
-76.51565,-2074.9595,142.80853
28.676456,995.29297,139.0978
-107.52537,2138.553,113.72636
-331.6258,-48.073326,103.658005
142.68105,3440.743,125.07241
-98.70344,486.789,130.15248
-159.8575,-935.5228,137.22177
-263.66116,-1126.164,120.67175
-307.87198,-2058.647,135.11565
-140.60876,662.6662,120.82865
-155.75403,-1338.6628,138.12862
1.7985744,876.22327,135.29424
-253.79439,-3467.1023,140.14915
-211.84853,-1180.0242,113.394714
-94.508965,823.13995,127.824524
24.374947,1073.0349,143.28795
-96.2735,-1039.2487,125.51875
-242.39525,-887.6669,113.43844
175.44531,-778.47705,132.59575
-239.91612,-1469.3552,139.22252
-134.24536,236.96928,119.67327
-250.97368,-26.080467,123.63048
-101.294014,-1119.3198,141.34726
8.043157,873.24927,132.88301
-64.15581,1397.4694,107.40868
83.61918,874.1565,95.47853
-275.48407,-1431.1108,130.67877
-128.19258,1487.1162,100.85753
-227.40631,-2416.186,125.99085
-282.09564,-2789.8252,129.23688
-149.63675,-1426.0352,139.84491
-237.71822,-2065.202,123.10287
-148.40877,-885.6848,161.13991
-227.26682,335.2498,115.403015
-154.0337,-1040.326,132.29108
128.02808,629.68915,140.14792
-16.225824,-410.1193,127.823845
-124.87738,3888.0044,71.19492
-234.54333,-1447.4265,124.27975
-113.74498,-1164.8889,132.30121
-94.71475,-728.9564,124.2429
-249.45952,-1903.0427,126.22658
-169.59106,1050.2894,92.17305
-102.15131,496.14282,140.27039
-46.94622,-14.652428,130.41989
-164.33926,-3609.3518,147.95834
-198.93613,1437.338,102.54424
-244.86821,-2009.633,136.45294
63.2696,1803.5826,121.313965
-303.06183,-2734.5188,136.40729
-40.812973,-806.5178,147.89435
-241.87767,-493.88443,131.97137
-324.0379,-1438.5393,115.60601
103.34734,2938.2834,100.62345
-130.34653,1699.0897,91.51777
197.12105,2413.5134,130.43896
38.07234,629.5503,109.57519
-178.9559,-157.60847,114.886635
-275.64093,-1022.47,112.08888
-41.64385,-359.25858,119.21614
6.2578135,2064.8416,88.177155
-33.33685,-641.5652,127.40851
-47.121796,1480.121,117.67341
-222.72054,-1863.2153,130.17963
-220.86911,1419.9419,97.13282
4.831525,1716.5369,124.06181
-199.20575,-655.8816,134.95717
-2.0289392,-939.5105,160.67215
-263.52402,-2327.859,144.11746
-85.28666,-894.3718,137.65738
-213.14078,-1959.2183,129.30984
199.30328,1438.2312,122.197105
-137.8674,182.92876,132.73624
-214.53683,106.96708,132.07619
-142.00488,-560.0702,125.21998
-348.46802,-2191.965,124.948586
-320.874,-826.4509,125.065414
-107.11599,-570.3673,100.062546
247.55861,3202.5332,122.33466
63.821857,3061.3818,116.36592
315.96875,1094.532,151.11667
417.74426,2356.372,141.054
-327.78064,-1761.3186,128.5432
173.89488,-763.4418,148.92088
-60.98022,65.177956,139.31738
-190.92207,-1001.51,124.031906
184.7954,1022.76483,149.00542
-169.38635,-1972.8877,148.77762
54.11692,1949.4797,133.70442
-48.72597,-671.1676,140.21089
-58.913242,-2347.6511,149.76181
-84.01003,-1334.615,149.40898
-194.56741,-1496.0132,131.64915
-294.18814,-453.8788,115.64247
2.4964628,-14.022911,153.87326
-102.98768,614.75415,120.86951
-123.95647,-1266.1147,148.98105
-329.44476,-1462.5859,117.97821
112.36741,1798.6505,130.46887
-10.839105,1006.8007,152.50267
-278.77744,-1427.3943,141.27379
32.743984,-398.1243,132.69371
-202.01642,1251.0868,102.8848
-126.425766,-1224.7041,141.2412
7.2062683,1752.1455,108.23662
49.579033,-417.82144,147.17747
-44.1586,-307.20425,146.26988
-415.4499,-1869.0747,114.60594
127.825775,213.40666,155.29753
94.49719,1887.3337,133.95547
177.23424,3674.369,99.71248
-458.05222,-2101.9302,116.25874
-188.28915,-1555.0564,132.3191
-50.42644,2202.1213,102.218544
-262.31055,-591.8517,107.59034
130.56111,1641.505,139.45758
-74.35842,-1975.4949,141.517
-152.5536,-1399.883,135.20642
31.154064,-1933.6189,159.6457
96.83277,2484.9075,114.9959
-271.02643,-2316.909,133.08427
-90.5403,136.24858,109.83691
1.0037003,1823.0232,116.370674
-24.402452,1443.9866,114.1829
102.97809,506.09592,139.28337
-215.90987,-1715.4211,127.504715
-16.405535,2346.8264,119.16178
-282.44235,-1939.2178,127.470146
-307.71176,-1592.05,126.966736
-140.7419,-2444.9453,144.85657
-86.93129,4407.856,84.73415
-288.6409,826.3156,100.61731
-229.61931,-2383.159,157.03952
-193.17035,-509.25577,119.56088
159.39337,2474.7224,121.60265
-114.83415,-1341.5574,148.13562
54.13687,1513.0901,104.38158
-77.46074,1196.6147,109.289406
-79.572685,-512.85425,136.39253
-94.04242,-1623.1494,139.23157
-295.48648,-1877.2083,129.96468
-17.077509,664.7026,127.879555
-145.43724,879.60565,125.83185
-235.22086,-295.70096,127.37848
-74.04176,770.71265,131.28226
254.90146,1356.5725,117.059715
-252.23744,-1060.274,129.7583
-59.219593,408.85934,134.05612
-322.65094,-2939.9287,126.00384
-106.39311,662.2006,143.39397
-115.62424,-1089.2798,131.108
49.301586,694.12396,130.43295
-21.020948,-2904.5706,168.6748
-37.79673,2717.4062,93.33909
-313.12576,-595.22974,126.774315
-9.639865,1235.9529,107.82115
8.803213,2767.6978,113.21846
-271.43073,-1478.3064,111.5763
139.52583,331.4634,153.9796
-18.018621,-498.01736,138.68048
-25.593443,558.42523,118.22499
-174.38104,-2418.187,137.67001
-293.26404,-2403.2417,129.33694
-215.88943,-1244.7917,142.31705
-344.16205,-1433.4424,115.46039
-111.33385,-359.87112,134.23051
-88.260666,-1583.4524,143.82877
-165.76503,-2023.5461,149.23972
-88.012856,-846.9171,143.7989
-186.60786,-1768.231,136.8057
-44.354053,959.17145,136.21088
-127.64642,-323.84305,133.44666
-289.9515,-1375.876,128.10243
-260.52768,-2261.906,134.82397
-211.90594,-1079.8374,106.53876
-242.11409,-1441.0674,134.10371
-170.10573,-522.0419,126.55729
136.50085,1421.6846,130.16733
-113.35716,-1583.05,146.76736
-332.08847,-2224.206,121.83173
-212.25504,-199.66945,101.12731
-224.59901,671.6505,101.86564
-297.55176,-1324.0254,104.118256
-161.17801,-2169.967,137.3701
-174.83205,-2861.719,152.42934
-275.04257,-261.53848,113.14466
126.045044,3269.729,110.73413
-45.33714,-579.61707,130.46016
-61.65076,-142.78389,125.30173
27.677988,318.72134,135.06975
-159.27684,-1421.2102,149.5151
-275.1197,-979.05884,144.74922
-178.43907,-1006.5697,149.67578
363.0243,1457.7603,142.65211
-102.91578,-563.5797,128.1662
105.79442,-1465.4326,170.77599
36.646503,1149.7212,119.20552
-91.81861,-1344.9241,143.83282
-76.99806,-298.19168,137.35034
-138.20241,-546.25134,149.81316
-124.63225,-404.30716,125.17328
304.54608,4827.9873,95.11982
-135.35301,-602.97485,151.24533
-223.03319,-711.98047,140.45453
-82.24757,69.951515,138.61488
63.820347,3014.2754,110.49853
150.6106,2664.9739,111.42467
-2.641839,953.66974,127.9618
26.84288,1501.7825,120.10131
-171.96315,577.2938,90.6192
-71.14355,-1472.7185,155.93118
-82.198746,-2455.1523,146.9909
27.911076,-1818.648,168.09538
-168.8757,-841.17993,120.110374
-133.38051,-1942.2056,142.30034
-139.95038,-635.07227,124.45928
-64.80668,407.9195,122.933426
-19.25817,2655.1006,95.410446
-117.966125,-211.4452,146.38313
223.09589,4584.967,86.2867
-67.6077,-642.08826,158.6362
-111.84363,-3221.7673,155.9343
