FSO_Attenuation_Visibility_dB,FSO_Attenuation_Cloud_Model_dB,RF_Total_Attenuation_dB
-89.9794,-2084.3638,137.28282
-152.68866,-1566.9038,139.57323
-458.33438,-7216.019,113.52866
-140.46725,-1711.0327,111.65837
-149.79422,-458.31973,150.80278
-101.21749,-1020.66907,152.17497
-161.32797,-3147.921,120.39318
-240.39116,-2877.0837,145.935
-609.6109,-8361.935,110.199326
136.9231,2420.9426,166.59196
-249.07887,-3847.5286,136.82169
24.572594,-457.6315,159.49605
-252.86018,-3684.6785,129.99896
80.83827,-2278.8738,129.62195
57.997364,-479.33438,146.4842
-214.02617,-2984.4143,104.37333
-269.55356,-3506.825,132.03398
-174.06535,-1624.3928,133.62407
-100.77826,-1742.2332,131.2071
-62.05067,-579.67236,149.48463
-12.634929,-999.1233,137.49384
-110.95552,-3874.843,127.437645
-114.12758,-494.95816,152.22652
-35.66154,-1149.6034,141.27036
-177.9545,-3698.283,130.59901
-475.734,-6419.3574,119.96919
-236.50317,-5344.5063,130.34828
-7.344825,599.8673,165.99184
-69.79871,-2266.6284,134.0735
-126.48526,-1514.855,149.01868
-49.560467,653.54846,153.4713
-572.2174,-6970.6387,136.81718
-156.61317,-1527.2305,138.94247
-173.04268,-3340.078,147.56198
-293.743,-4430.4004,147.97153
-281.32693,-2591.3347,142.39577
-320.84308,-2711.9502,121.386185
20.906876,-433.0186,148.5664
-63.51311,-867.728,156.41805
-229.16606,-4349.848,121.958115
-257.82657,-4328.308,103.13026
-301.70557,-3354.4797,115.23703
-77.94612,-499.11905,139.47977
-56.265644,-48.514183,139.56128
-197.78716,-1675.0378,139.70679
92.46714,1404.3444,142.00934
-129.81708,-2051.422,133.83052
46.709892,-263.0198,130.65215
-201.70163,-2695.6355,116.089516
-83.47381,-624.5669,138.36833
-136.42668,-1741.1772,156.70253
-115.91585,-4046.223,133.06227
-14.9767885,88.90653,152.17859
-381.07245,-4389.328,123.560745
-192.8247,-2420.751,128.00597
-210.27556,-4134.817,143.13553
134.53365,276.85068,134.12758
-69.90291,-505.18448,146.91177
-177.78085,-3609.0999,131.58855
-133.12419,-2151.6792,126.849365
-295.83817,-3842.6433,120.67148
41.24983,813.8764,154.35829
-15.251805,-636.5386,131.30197
-123.39276,-1704.7866,138.7981
-280.69427,-4105.57,123.034836
-216.90594,-4692.354,109.54458
-101.19387,-1371.4084,158.63013
-160.43156,-5077.4746,129.74406
-214.29663,-2298.0718,129.84561
-128.97316,-1443.5723,163.31075
-18.546858,-1421.3806,123.613235
-227.0586,-3056.8083,126.230995
-26.630396,-751.2185,129.78386
43.447247,-492.36844,139.60297
-173.86981,-4042.91,136.1327
216.50305,1042.6997,156.12607
47.824024,-2017.8516,136.67383
-110.83886,-444.60257,149.88213
-9.350677,-944.4569,139.48209
-141.22762,-2420.8967,131.42824
-1.969285,779.9272,158.60544
-204.99457,-4004.0476,120.98442
-103.802345,32.01322,148.82994
-180.8204,-2717.5625,137.57796
-115.92525,-422.7377,159.71542
47.91611,-227.7217,164.813
-172.42259,-3918.4143,133.1266
-84.89697,-2021.2065,111.040375
-56.225956,-3650.1218,123.8198
-262.55725,-3791.5227,133.64133
-39.532005,-3865.799,110.93394
-494.41583,-8413.879,118.65079
-60.939487,-788.17114,162.65045
-177.96051,-1898.581,127.48278
-337.0251,-5634.745,115.77451
-179.50984,-1623.1858,127.96737
-570.9939,-7523.402,106.78009
16.359436,-1513.4507,158.38179
-87.61936,-3396.0178,120.95002
-60.14903,-541.6482,136.49011
-61.97949,-3272.3235,126.62515
122.48433,-259.288,130.09741
-309.586,-3438.653,154.87865
58.851322,-690.0073,148.46667
-93.77084,-1232.04,146.6516
49.426746,1576.3372,175.34763
-337.4405,-8163.307,102.56891
-438.55182,-5368.046,128.50424
143.72719,2123.98,151.91501
-476.36288,-6832.461,101.30492
134.55055,-52.28164,155.54092
2.4710178,-2177.5823,114.455475
-60.604595,-3652.596,124.18692
-167.12823,-3231.222,131.91125
-243.65077,-3120.5598,116.468834
5.9250097,192.56944,143.13007
-315.5591,-3744.8718,109.04655
-207.0845,-2992.8193,120.29876
-179.78743,-2365.8699,125.407585
-151.04947,-3972.8577,136.87732
6.0160055,-504.7814,140.39755
-138.05606,-3059.1738,121.56241
-496.22647,-6816.089,127.07762
-393.33182,-4283.6646,134.09941
15.385217,-1028.7389,127.5594
-44.130527,-701.38367,156.72113
-36.208473,-1520.4028,136.4871
78.47269,354.2185,148.3636
-166.27888,-2566.7666,138.92355
-452.40854,-7000.575,132.77557
-127.976166,-372.5862,141.61446
-9.560863,-1489.9126,130.01703
30.358418,-814.3876,145.51944
28.505035,-191.07314,136.4502
-1.5506525,17.594337,135.45683
-107.24985,-1081.6952,127.90585
-235.87341,-3362.095,124.0855
-28.951788,-1368.3196,116.78751
-478.5768,-8281.162,111.06297
-342.35223,-5696.6807,126.345856
-78.184006,-1055.6504,137.15155
-257.2087,-2935.1296,118.73394
-46.276302,-863.776,144.1588
-723.57324,-8565.021,102.07049
-9.26773,1323.8395,150.62766
-282.65054,-3305.0315,142.63823
-111.209465,-2082.0535,126.269844
-93.23034,-765.9596,127.92536
-43.595802,233.50371,153.2935
-185.23387,-2243.3916,133.7069
-33.256855,403.51657,186.46625
-208.55562,-3431.2966,131.70587
-43.60668,-2601.9348,135.11752
-277.23846,-2650.213,143.67122
-109.96336,-3319.0315,125.25908
-184.9087,-2552.931,135.0392
-235.7934,-4508.9453,127.51097
63.023727,132.69762,160.3607
-341.17154,-2569.3303,118.703804
-100.316055,-2363.1548,142.04878
-333.78262,-6291.3394,110.72178
-551.8676,-6675.4243,127.41392
43.31237,-725.4109,128.00496
-18.821024,-2300.779,126.54218
-411.05243,-6137.5933,133.47014
-205.6276,-2752.3042,128.09088
-50.181522,-168.3368,149.2183
-141.70644,-2904.014,134.49448
-59.372623,-3245.384,118.77923
-214.63159,-2615.2393,131.35263
-16.095514,-155.21474,136.38715
-233.20227,-2983.0598,123.37002
-146.61792,-2567.2139,125.91541
-427.06473,-6741.5566,129.60858
-69.08266,-2201.5566,140.60478
-198.15811,-2927.499,147.66173
13.826957,326.8752,145.84398
-192.91739,-3506.5017,122.1524
-48.9707,-707.2003,146.00502
-257.49017,-1968.5042,158.40561
-414.7386,-5537.41,126.746056
-147.61752,-1397.5566,150.26787
-210.20296,-1966.6465,156.44894
34.65086,613.935,151.57562
-15.911309,638.6594,140.42928
13.195647,526.78174,154.86118
-120.58284,-3477.6077,135.05342
175.26683,793.5713,156.21884
-303.32104,-5223.5625,130.19484
-227.12756,-3289.881,153.118
-59.235897,-261.6259,141.82547
-186.13506,-1850.8577,141.03893
13.84901,106.45933,152.5276
-60.39494,-688.4287,140.39229
-45.974144,-43.683983,166.47284
57.11823,-347.50015,135.5266
-412.55573,-4757.01,144.58716
-363.58975,-4764.881,124.19601
-285.85336,-5773.087,132.21582
55.113644,-158.76955,144.9249
-96.50463,-20.297752,162.06305
-5.901824,-577.7046,148.77425
101.79624,1652.5782,189.92429
-276.05994,-3583.8538,126.528465
-301.39316,-6695.8643,133.17834
-267.03555,-4962.573,106.97606
-77.34105,102.23118,158.33821
-12.67328,-47.863792,162.28015
-30.3287,-1134.6174,140.82306
-291.88547,-4852.529,128.10565
-8.800181,-726.39246,142.41963
-134.31837,-1259.7471,141.57
2.2590532,906.0444,126.588646
-252.65904,-1920.0664,136.69829
-96.243805,-1137.9764,119.14699
21.791986,-125.83761,147.09247
-174.80482,-1689.4607,135.82175
67.448425,-1465.394,144.94495
94.89138,822.4492,127.56071
-371.71347,-5665.8467,130.15355
-167.3362,-2915.6785,121.95976
-444.00208,-8019.273,133.36758
-286.32217,-2955.2793,141.97227
33.911533,-2377.6672,153.88857
-315.17526,-4990.4136,135.92584
-227.00052,-2477.4104,133.6184
-344.37747,-6985.5684,115.364685
-283.5273,-4344.282,158.75766
-252.38786,-3941.6956,153.98747
-286.86456,-3908.6775,130.31982
55.459713,436.09692,145.67636
-187.83516,-1982.9146,165.45667
-207.38873,-2898.1052,141.2821
43.054504,-208.23317,153.87433
-151.10002,-1991.2639,129.66586
-361.4497,-7428.6665,97.43417
-92.87931,-1915.2686,128.0435
-276.06476,-4963.7363,109.35591
-160.05656,-5465.3096,113.01631
-144.81255,-1686.9133,137.31203
-50.617268,-1445.2449,135.35243
-186.3818,-4005.6848,116.59437
-83.07889,-243.89516,150.96083
-202.00723,-3121.489,120.66244
-141.49298,-1447.6802,143.01703
-20.533197,594.95123,148.52231
-481.62802,-7860.943,110.87896
-209.97195,-3819.4822,139.2698
-105.11793,-2418.6472,133.80647
-216.40318,-3082.5603,133.1304
-61.22465,304.43015,136.13728
-270.73907,-3424.7937,125.94152
-468.94296,-6322.1567,135.93053
-125.93164,-481.0363,150.24469
132.33171,648.53107,161.56522
-290.55695,-4582.504,141.71245
35.83681,-276.47708,130.95909
-282.46912,-3108.447,147.4622
59.25232,1477.4667,147.05067
-42.141796,-1369.8306,135.58517
-160.1013,-634.8938,149.20607
-58.2607,-2060.312,132.17917
-526.3984,-6111.7534,141.41806
-27.602652,-344.74588,130.04572
-89.643486,-1413.551,133.66107
-514.8609,-8617.297,121.39168
-94.55345,-1533.7849,131.80632
-211.2416,-1344.3958,135.10219
-432.4027,-6077.598,125.42939
-175.76562,-3706.5042,119.51485
-89.634766,-968.3673,144.36606
-98.95528,-2286.3015,149.00096
-101.42786,-1193.8369,146.67299
-399.45898,-5937.921,106.90922
-20.557684,65.14353,140.25754
-249.80815,-3519.8235,139.48
-48.34136,-3274.3503,129.78564
-61.69559,-603.44336,143.84103
-101.79132,-2033.5098,142.27469
-200.37039,-2181.9802,130.3909
-236.7517,-4660.5713,97.40271
-96.556274,-1793.2129,123.683075
-166.3131,-2469.623,133.04402
32.100517,-306.72964,139.86116
-117.919205,-578.2999,147.48232
-444.62683,-4713.5767,117.661934
4.4503927,-204.42299,128.06387
-140.46696,-2932.2085,124.58086
-328.217,-4280.5073,106.12073
-325.38388,-4491.974,143.18712
-88.67407,-993.8755,138.58873
147.38876,1413.6772,176.82233
73.01208,605.3579,162.16747
76.70507,-326.83206,142.59941
-504.42325,-7050.037,100.036995
-167.18082,-538.71216,169.01366
-171.08289,-3091.0889,136.86864
-243.43996,-1967.0623,139.80753
-38.77545,-568.87427,130.77101
-22.34883,-1343.2632,136.5412
-151.64438,-1551.2085,133.61201
-109.2632,-745.2782,136.10796
-123.08644,-1876.7556,136.29591
-294.06982,-5470.964,128.896
-439.033,-6670.059,137.89325
-369.14874,-5908.397,129.7256
-74.79966,-2182.276,129.4811
-197.90721,-2581.2236,113.95706
-221.68234,-3316.1228,151.32463
-56.967213,-1240.8137,139.43388
40.916862,-271.12943,138.65932
-196.76907,-4607.2793,125.328865
76.72461,726.6072,163.43909
-266.8447,-3916.9363,138.81898
131.2874,-515.07947,121.89468
-78.92758,-1089.7568,143.5365
-189.12292,-2769.079,126.13921
-208.2815,-4010.1248,119.1776
-435.461,-4931.606,130.34514
-112.09001,-3125.1028,120.65074
127.92497,1655.3324,162.43716
23.115702,-302.2349,162.68414
-215.5406,-1877.1172,119.809135
105.557526,1585.6173,150.64316
-497.70657,-5915.8076,137.76633
-101.54138,-1899.1616,141.923
88.723465,572.14557,146.6625
-74.938644,-55.92147,142.71043
-452.86322,-4866.6533,113.8822
34.455063,-689.5353,141.19739
-200.68427,-3398.0427,135.04681
79.98681,939.2783,144.784
-26.50181,249.106,157.33319
-212.70673,-2469.2368,140.11798
-269.37695,-2547.043,159.64426
-157.0283,-2056.5237,145.05553
-114.41193,-1386.6753,138.63538
46.270424,96.00382,139.17996
-112.44275,-3184.964,138.18524
32.234062,-1418.5039,140.70578
-283.56247,-3909.638,114.41032
-276.60873,-5112.1113,147.36057
-104.71549,-101.5176,141.60675
-62.127483,-344.13602,132.49323
-173.82475,-4572.0977,145.99074
-32.09991,-733.56006,129.06349
-110.01306,-1736.123,145.12904
-88.014915,-1578.4019,133.26942
-77.79277,-1546.7405,147.91519
-358.1291,-6322.725,127.39843
-88.214005,-1280.8872,142.36047
-181.80965,-2024.7959,149.63637
-299.94397,-3455.6892,126.91352
-83.583694,-1310.2651,126.72469
-176.30031,-1589.6389,143.95496
-22.01468,-210.01479,143.85612
-114.43039,-2348.7437,121.92352
-13.77634,-500.7643,138.0056
-193.66826,-2483.3557,124.48427
-113.8857,-780.73303,152.85658
-209.27074,-2865.5042,115.00805
-275.3326,-3221.8,135.33423
-337.8119,-3962.1511,127.620285
19.111647,140.45287,161.5637
-352.84174,-5795.2827,126.780266
-246.16487,-4372.8433,123.16432
85.17343,1179.559,179.84209
96.168655,303.6957,150.76366
-98.954254,-1185.3582,123.16416
-125.16753,-2601.0322,131.67842
-153.66054,-3289.1882,124.48908
-259.06122,-2735.008,146.01903
-158.93355,-1456.242,142.97778
37.903984,975.398,150.28056
-212.51016,-2502.982,139.55673
-233.38774,-3854.9534,109.28824
24.863417,-716.4957,154.99092
-128.91226,-964.2554,149.47008
-132.12802,-2785.0107,139.38629
-46.911472,-1892.5854,140.22728
-10.082622,-1388.9473,126.42337
-196.65683,-3064.7058,152.17992
-249.27303,-1782.0979,140.2161
-123.92204,-1572.6841,193.596
-176.12444,-4716.0317,109.19766
-128.78694,-4116.5156,129.52434
-160.62514,-3555.8074,112.69969
-360.42813,-6410.638,104.47741
-91.13827,-1274.4878,154.65442
-3.065177,-310.07254,154.08699
-155.6471,-2150.655,129.14117
60.330616,-257.46573,140.14577
-185.35269,-3865.473,138.07611
43.344223,295.79385,159.16177
-257.46658,-3815.3484,161.14093
-164.1185,-2846.9417,132.2047
-224.33786,-3518.9656,139.9543
-235.95885,-2643.5632,130.27731
-147.57571,-2810.173,141.8792
-34.022324,-874.9253,132.9583
-234.1831,-2603.0308,147.48915
-515.8375,-7049.0166,124.80586
-177.34271,-2049.7625,140.57137
-109.66246,-2909.9856,134.77554
-91.08849,-1121.5227,143.50305
-180.92502,-2536.8157,134.51692
-533.46155,-6609.08,132.34903
76.841896,-23.017906,142.68292
-308.92746,-3443.7898,120.56248
4.067978,550.28906,154.31535
-47.86717,-210.4601,137.80635
-85.93368,-2043.9546,127.34488
-236.50842,-4431.1177,144.30327
-223.56955,-2682.483,128.61098
-473.74875,-7622.112,124.378815
52.889923,-217.36159,153.13766
-566.49335,-5242.3213,112.674095
-42.959614,-512.87036,146.35918
-0.28629783,367.03906,147.44225
-396.84036,-7174.0293,139.16066
-138.20337,-1933.406,149.82823
-268.02036,-3465.115,122.566025
-59.31425,-1949.0596,146.40399
-20.034433,-1748.9294,141.14816
11.013184,-46.21102,131.77426
-97.08438,-490.01834,138.701
-358.7702,-5571.6133,124.81375
-608.40106,-6986.6553,129.73933
-79.251114,-1467.3428,144.6633
-242.83852,-2945.187,132.57166
-288.7985,-2901.3743,127.95387
-54.031788,-1598.1658,133.8353
-481.82367,-6683.832,126.26319
-42.41863,-2897.2437,136.238
-138.55046,-3488.347,123.61656
191.76517,1666.2659,173.01201
-304.46918,-2887.6982,121.04283
-55.074314,-2574.8765,130.6358
-57.211567,-1104.0485,146.44795
60.297718,-397.63248,138.18971
-244.48634,-6455.8184,126.02258
-30.577837,-1034.7448,134.24013
-327.9571,-3162.775,140.29219
-41.879215,-771.853,140.6744
-77.686745,-1156.2543,135.49847
137.78622,1160.2385,142.20229
-24.354727,542.17834,135.89726
-153.72374,-2495.6406,132.6425
-245.97984,-4766.065,117.875114
-554.31494,-7357.93,97.113976
-170.4012,-3382.3357,133.72353
-267.81827,-2480.8762,140.4234
-571.46747,-9054.731,124.097305
-250.2011,-5148.461,112.044075
80.89449,-2058.939,126.54909
-140.66704,-1128.7522,146.79115
-264.4025,-4861.386,114.134926
-294.82993,-4484.2466,132.7511
-239.51091,-2537.0793,118.45719
4.801059,678.75446,129.88939
-268.67758,-3518.3093,135.1121
-21.841402,-677.4144,156.8872
-238.92117,-2590.0188,129.42502
-266.45792,-4651.127,116.841095
-145.24228,-2450.6218,132.09547
47.85476,-1051.9738,132.4148
88.95081,233.28575,143.78012
-165.3077,-2762.5288,146.13635
108.63243,-559.5144,146.37337
6.9227705,-592.0796,128.39735
74.131805,788.19257,159.40746
-90.78434,-147.99586,164.2983
-305.65417,-4582.3623,142.74852
-537.3787,-6979.6973,134.47086
-262.4557,-4924.8843,135.40413
172.28781,565.1415,140.91928
-66.41028,-1360.5566,140.93248
-125.665436,-2933.7507,139.41202
-175.96857,-3615.5354,139.32428
-344.3515,-5125.8726,115.91363
-4.619334,-2001.5466,125.93694
9.080469,-206.47523,134.90144
67.28954,595.181,156.96114
-189.39906,-4740.789,116.66428
-45.0927,-541.83997,139.98946
-142.82822,-3035.762,136.91373
133.50768,-175.44154,146.9842
74.27349,1076.7301,141.61627
-15.444612,-215.02272,135.23566
-42.877308,-159.32088,146.43254
63.16242,249.08629,140.39926
-257.02274,-5067.8506,124.91201
-176.79231,-4527.6436,106.37549
101.57603,1524.5168,145.73009
-439.40378,-6252.487,117.571686
-276.2422,-6215.087,99.997116
-44.288193,-15.751976,166.26688
40.104294,-1140.7108,135.00003
82.41891,1376.6771,146.97089
-174.74486,-1754.0896,169.91692
-220.9714,-1818.8301,131.3848
-283.08124,-4002.387,121.59679
-127.59338,-1809.9128,131.775
-333.55508,-3641.244,132.42352
-698.8573,-8820.284,109.29769
-9.977628,1072.9551,150.58275
-555.3365,-6324.915,126.348976
-187.51382,-3466.4436,146.85141
-50.03497,-2353.4102,130.71423
-123.386,-759.7224,158.85089
-41.772625,-425.29153,135.61707
131.81146,-362.47623,144.19179
-39.95347,-366.8876,119.92166
-254.93837,-3383.78,127.266
-284.0756,-3661.9333,130.29457
-8.544456,-424.52396,122.553635
-314.73294,-3764.2698,141.34227
-240.89095,-5774.813,131.14693
-14.24369,366.20142,153.08768
-186.88013,-2898.3203,148.69801
-189.68086,-2475.834,132.14258
-224.21812,-4619.732,137.13982
-41.506474,-902.45435,165.75194
-16.518705,-1569.4507,137.18587
-141.78462,-2094.5432,136.53848
-39.246586,-3911.3342,117.28955
-356.92566,-4455.3955,120.44512
-304.8852,-4787.813,130.10304
-418.29807,-6559.61,124.52422
-58.886272,-632.03467,148.50368
-208.76582,-4816.9326,129.5626
-387.12305,-5098.836,136.8132
-285.76126,-6241.5654,124.884224
-44.040844,25.719093,133.54184
-228.22081,-2126.687,133.1732
-271.74194,-5069.1904,127.30076
-414.89584,-5369.8916,137.09059
-273.57974,-5171.4185,137.4157
152.33684,266.46774,141.0204
-307.4999,-4695.073,131.17465
-67.38193,-2276.378,148.34186
-167.49883,-1510.4783,144.70714
-162.24115,-2454.5852,134.41568
2.47618,-680.01843,128.05603
-153.34573,-3856.5745,116.92622
-188.16963,-2277.6328,117.25502
23.0598,1154.2,157.05296
-332.6997,-7430.768,133.56712
-473.5962,-5875.961,123.07633
78.226234,-388.19144,127.201126
-394.0538,-5914.8726,138.71527
112.03362,-2060.717,144.13693
-274.06427,-1508.9792,134.24889
-239.43628,-3658.6184,142.42963
-36.49938,-1639.3552,156.39362
-87.00388,-980.2904,164.1492
51.213623,235.45506,144.23672
-286.04404,-6664.571,143.66994
-108.669395,-1068.0399,132.06271
-43.263084,508.48224,150.27774
-222.54834,-5137.6772,123.21974
-372.21716,-6554.8667,113.699196
-148.36082,-2573.9817,137.825
-92.66613,-1359.0667,141.70435
-12.0545435,238.26225,163.15315
-15.372916,-2976.205,141.51308
-56.298992,-2803.418,141.18495
-157.53969,-2336.9583,114.470314
-80.60946,-730.7999,141.2628
-188.89076,-1707.7048,149.88692
1.9511986,-593.35876,163.2595
-340.02383,-4907.509,121.15443
-92.224014,-3914.5295,131.87605
-393.3956,-4586.1753,105.64887
-159.38829,-4063.9783,128.5293
-89.33834,-3407.2434,128.88051
-38.845848,-812.2551,152.27885
-144.92708,-2562.2817,113.82701
-66.553444,-2794.3887,134.08862
-180.01765,-2494.263,116.683
-110.01003,-682.0669,136.27191
-146.34131,-225.71974,135.3521
-314.68738,-2814.1467,150.48734
-265.99982,-2815.1116,128.52313
-382.09555,-5678.7007,97.51453
-120.138,-3309.1687,146.26039
-24.948893,-1536.9622,154.65259
31.683601,-744.8047,140.80644
-99.65624,-2552.7095,137.02779
-103.65263,-3142.1914,146.14586
61.83136,463.62454,146.19975
26.699394,-953.72107,138.5073
28.996391,-5.66909,168.79396
-124.42566,-1111.0962,151.07474
-63.869778,-1476.3354,127.11515
-97.87986,-2048.6692,137.7376
91.52946,-482.9612,143.22142
-102.11878,-1313.0657,147.39302
-253.64488,-5293.3853,139.96017
-497.37076,-6877.05,123.96942
-189.7181,-4011.6316,121.81348
160.14694,900.1293,160.73532
-122.21895,-1800.4519,131.70338
-323.41263,-3569.097,142.10222
-288.36856,-4249.8223,120.46999
-70.739685,-296.75137,137.92976
94.72599,654.0858,156.87509
-198.96501,-2594.1558,151.34515
-864.61865,-11722.442,115.597145
50.71392,1146.9866,154.62137
102.51382,579.22046,155.1682
104.03606,439.7399,161.09703
-494.802,-7365.435,89.58872
45.71242,-871.3174,140.51074
-13.533559,-444.33133,136.63162
-192.77534,-2675.4312,138.28993
-153.16779,-2378.4956,132.00044
-67.3342,-2359.2095,167.6369
-99.433495,-485.95914,127.12118
-161.36687,-2077.637,143.35538
-396.08698,-4447.455,136.72556
23.61256,-437.92398,141.04169
55.26595,-48.5494,140.47668
-253.36339,-3652.2117,128.30453
-119.456345,-3050.2166,126.08264
-32.325764,-1794.8823,135.98148
-393.34598,-6275.739,117.234535
102.26683,638.0669,150.97069
75.709435,1383.5938,143.99622
-697.0717,-7723.3677,127.346924
-272.82004,-6137.0684,118.77718
9.713129,1256.073,165.59271
-184.74759,-2582.7136,150.11328
-55.800716,-189.81606,155.6471
-96.28748,-2224.6846,132.96803
-146.42207,-2604.248,106.98922
-32.247345,-1663.5381,113.425674
-283.70068,-5537.6885,145.55551
-127.38867,-3173.6567,125.5725
-102.87695,-4370.8564,130.11183
-138.94022,-1495.4702,137.93678
-173.55693,-1891.0552,157.34322
-36.648476,-3236.677,120.65885
-126.390625,-2287.217,136.16486
-12.828446,-282.6237,177.85625
-6.882205,-326.0342,154.33006
-444.5943,-5806.793,120.95136
1.1519995,158.26372,153.8524
45.216473,-735.45276,146.7878
82.684456,-418.03128,130.9053
3.4226246,-1496.7124,142.41356
-40.59674,-571.4509,141.55988
-256.42517,-2814.1577,149.01468
-119.025696,-2399.8677,139.84615
-63.919384,-439.8649,143.58774
-289.27997,-3781.1497,146.81331
-185.88066,-2207.109,119.61956
-124.86722,-1525.9312,162.8062
-368.7716,-6593.859,108.52369
-48.74191,-2659.1687,122.451836
-138.73112,-1255.9741,143.74358
-156.90756,-486.76627,146.39154
21.110067,383.39902,165.18744
-234.24164,-1665.4512,122.811134
-181.01035,-2080.3113,131.40141
-101.09925,-2352.154,133.48631
39.074455,-522.6251,140.12083
-22.061758,526.229,159.3764
-25.568674,-1679.3555,135.25836
-19.886778,-1251.3762,143.61908
-226.8732,-4878.147,108.41186
-189.46817,-1784.5681,163.76425
-6.7082644,-2183.907,116.79598
140.30212,918.5778,165.88995
-179.74078,-4531.9014,120.56098
-92.78756,-307.32584,163.00536
-458.53864,-4470.6323,114.82575
8.113987,612.5653,144.65544
-140.83807,-557.1134,148.57469
-112.77762,-837.02747,138.38121
-154.16154,-2269.8113,131.65463
-236.86838,-3768.449,119.58081
-181.03304,-1351.9841,135.29277
42.79029,146.2758,134.90189
-70.76817,-2168.3474,130.05339
-20.242624,-251.20277,146.81734
-144.22075,-1737.4519,146.36574
-99.39929,-2412.5637,137.2645
-102.42356,-2780.205,129.92201
-114.10861,-2267.0383,150.48503
-80.26503,-1807.6694,139.66191
-30.349962,-790.4192,137.58963
-83.80838,-1723.3999,118.64629
-171.79005,-3504.1365,132.19641
-121.51218,-1970.3618,143.29875
-79.83048,-1642.5327,140.66054
-2.5223875,-601.9071,140.8608
-18.409704,382.6208,145.89003
-79.60651,171.58403,145.32642
-123.28305,-1673.1248,137.72707
-235.29057,-5235.7637,138.42194
-78.957214,-1628.2148,126.41833
108.81721,2127.7944,156.16736
-391.2323,-7179.2114,107.22135
-203.9624,-2614.3762,156.31435
-382.87033,-5478.0806,101.265594
-416.6444,-5265.08,126.70348
-187.93398,-3764.3118,124.94009
-239.58766,-4853.517,109.04184
-6.81339,-1859.9775,144.18706
-25.183558,-795.7986,121.511665
8.475668,607.8587,150.46783
-190.87177,-5578.43,104.921974
29.062134,132.92381,126.47931
15.518732,-1075.3424,137.98526
-284.61978,-3726.675,127.27979
-468.77365,-5294.721,132.63924
-56.601475,-424.72635,132.19261
-290.55743,-3934.6687,134.19952
-92.89209,-2772.5037,132.18393
16.855015,-1414.2732,145.15088
-76.42947,-1215.6707,138.35529
-42.89544,-810.6907,143.18277
-202.90384,-3128.4177,150.71156
-135.02553,-3986.7048,115.33542
-50.552044,-631.6405,137.1405
-159.01653,-2010.1272,134.0108
-293.494,-4397.3496,110.72544
-97.567856,-187.72621,150.27487
157.51883,1597.3047,145.64381
128.68214,1104.1172,159.13019
31.803728,-859.53,123.83833
50.364967,-3565.9773,114.081566
-353.08533,-4981.5474,132.68909
-213.9726,-3407.3083,141.70413
-55.20843,288.8743,181.65431
-283.79398,-3571.1482,140.56575
-11.041772,-2328.453,128.12987
39.68149,-472.05667,152.02214
-130.06644,-4201.9253,125.97126
-2.377471,-1127.7903,134.67569
-528.77905,-7320.391,108.0168
-391.23227,-4463.5625,123.047775
147.81612,-1635.9619,124.148384
-129.62943,-3322.0623,140.00638
-39.678905,112.47233,133.64008
-304.64114,-4706.06,103.092735
-200.21808,-4640.7515,153.82478
